onset	n_dots	duration	trial_type	rt	responded	isi	hazard1	hazard2
15.340142600005493	80.0	3.7922178999288008	stimulation					
19.531626399955712	5.0	3.7985974000766873	stimulation					
23.731053399969824	7.0	3.7992546999594197	stimulation					
27.930790700018413	10.0	3.7992475000210035	stimulation					
32.12984549999237	14.0	3.7986428999574855	stimulation					
36.32831350003835	20.0	3.79958709992934	stimulation					
40.527732599992305	28.0	3.799914599978365	stimulation					
44.72817799996119	40.0	3.7985156000358984	stimulation					
48.927179599995725	56.0	3.7980112000368536	stimulation					
53.13150479993783	80.0	3.7938187000109025	stimulation					
57.32632039999589	56.0	3.7986676000291624	stimulation					
61.52486320002937	40.0	3.798559199902215	stimulation					
65.72331529995427	28.0	3.7996691999724277	stimulation					
69.92273540003225	20.0	3.7999183000065386	stimulation					
74.12315320002381	14.0	3.7991897999309003	stimulation					
78.32161710003857	10.0	3.798573099891641	stimulation					
82.52105029998347	7.0	3.799259199993685	stimulation					
86.72075039998161	5.0	3.7992596999975206	stimulation					
107.74006370001007	80.0	3.791863000020385	stimulation					
111.93258999998216	5.0	3.799186300020665	stimulation					
116.13231340004131	7.0	3.7992993999505416	stimulation					
120.33143170003314	10.0	3.7998793999431655	stimulation					
124.52986589993816	14.0	3.799616100033745	stimulation					
128.72926519997418	20.0	3.79992460005451	stimulation					
132.9297059000237	28.0	3.799202899914235	stimulation					
137.12814990000334	40.0	3.7985333999386057	stimulation					
141.32848020002712	56.0	3.798337599961087	stimulation					
145.5344194000354	80.0	3.792176099959761	stimulation					
149.72773389995564	56.0	3.7972765000304207	stimulation					
153.92491729999892	40.0	3.799491200014046	stimulation					
158.12426800001413	28.0	3.799906999920495	stimulation					
162.3246923999395	20.0	3.7991463000653596	stimulation					
166.52315569994974	14.0	3.798590700025642	stimulation					
170.7225847999798	10.0	3.799184300005436	stimulation					
174.9222926000366	7.0	3.7992844999535293	stimulation					
179.12139690003826	5.0	3.7998394999885363	stimulation					
200.12690149992704	80.0	3.806513800052926	stimulation					
204.33388179994657	5.0	3.79930469999087	stimulation					
208.5336477999808	7.0	3.799235900049098	stimulation					
212.73146749997977	10.0	3.8008067000191943	stimulation					
216.93155380000826	14.0	3.7991767999483272	stimulation					
221.13124869996682	20.0	3.7992220000596717	stimulation					
225.32972059992608	28.0	3.798878200002946	stimulation					
229.5291287000291	40.0	3.7992342999204993	stimulation					
233.73019539995585	56.0	3.7979025000240654	stimulation					
237.93443969998043	80.0	3.7934225000208244	stimulation					
242.12722769996617	56.0	3.798749400069937	stimulation					
246.3265111999354	40.0	3.7991739000426037	stimulation					
250.52626860002056	28.0	3.7992129999911413	stimulation					
254.72470649995375	20.0	3.798920899978839	stimulation					
258.9241868000245	14.0	3.799284299951978	stimulation					
263.123885900015	10.0	3.799237599945627	stimulation					
267.3235949999653	7.0	3.799252000055276	stimulation					
271.5213970999466	5.0	3.7995896000647917	stimulation					
-29.859542199992575			response					
28.24505569995381			response					
31.11119890003465			response					
40.95951650000643			response					
44.458984400029294			response					
54.27408679993823			response					
59.19008410000241			response					
64.20569199998863			response					
73.20412949996535			response					
78.73647220002022			response					
108.28135740000289			response					
116.54674649995286			response					
118.77970039995853			response					
126.2947792999912			response					
130.62773659999948			response					
149.47442250000313			response					
167.57134919997773			response					
169.7876769999275			response					
171.8374302999582			response					
173.22050629998557			response					
179.4527699999744			response					
181.65213049994782			response					
202.61540519993287			response					
211.04748960002325			response					
215.86290279997047			response					
219.44590950000565			response					
232.0769491000101			response					
232.76022169995122			response					
233.36022789997514			response					
243.19161899993196			response					
250.92376579996198			response					
252.3402791999979			response					
267.05456680001225			response					
27.930790700018413			targets	0.31426499993539636	True			
30.72939829993993			targets	0.3818006000947207	True	2.7986075999215174	0.07989917344005289	0.08275044944086823
40.527732599992305			targets	0.4317839000141248	True	9.798334300052375	0.07312563171985646	0.10015627341732918
44.02729779994115			targets	0.43168660008814186	True	3.4995651999488473	0.08301293475048892	0.0874565170510978
53.83190440002363			targets	0.44218239991459996	True	9.80460660008248	0.07311099493946151	0.10017464516468536
58.72547710000073			targets	0.46460700000167776	True	4.893572699977099	0.08365525863104795	0.09178621157824104
63.62398719997145			targets	0.5817048000171781	True	4.898510099970721	0.08365041471195586	0.09179551739582412
72.72270239994396			targets	0.4814271000213921	True	9.098715199972503	0.07477763817252044	0.09831995832857297
78.32161710003857			targets	0.4148550999816507	True	5.5989147000946105	0.08268510777487681	0.09291478833537548
107.74006370001007			targets	0.5412936999928206	True	29.418446599971503	0.04483323643739611	0.0
116.13231340004131			targets	0.4144330999115482	True	8.392249700031243	0.07647382477085429	0.09683751043874993
118.23205180000514			targets	0.5476485999533907	True	2.099738399963826	0.0727299769965307	0.0742372343243359
125.93066620000172			targets	0.36411309998948127	True	7.698614399996586	0.07814282063994184	0.09566646709780878
130.13045569998212			targets	0.49728090001735836	True	4.1997894999803975	0.08393558257445755	0.09015328488931067
149.03251629997976			targets	0.441906200023368	True	18.90206059999764	0.056283511799669866	0.3207569363087136
167.2237293999642			targets	0.34761980001351844	True	18.191213099984452	0.057306012288861216	0.24862017822239207
169.32305709994398			targets	0.4646198999835178	True	2.099327699979767	0.0727239687610909	0.07423052717406345
171.42217349994462			targets	0.41525680001359433	True	2.0991164000006393	0.07272087658701802	0.07422707546460036
172.82191479997707			targets	0.3985915000085072	True	1.3997413000324457	0.05772265678404529	0.05824318282297588
179.12139690003826			targets	0.33137309993614394	True	6.299482100061198	0.08133912858278738	0.09381493895711282
181.22049830004107			targets	0.43163219990674406	True	2.0991014000028088	0.07272065705017229	0.07422683040588374
202.24013539997392			targets	0.37526979995894294	True	21.01963709993285	0.05346431265958054	0.0
210.63208230002786			targets	0.41540729999539394	True	8.391946900053938	0.07647455475516152	0.0968369434715025
215.53140229999553			targets	0.33150049997493625	True	4.899319999967673	0.08364961699927755	0.09179704143627267
219.03088360000402			targets	0.41502590000163764	True	3.4994813000084832	0.08301271922911695	0.08745609915264851
231.6284131000284			targets	0.4485359999816865	True	12.597529500024393	0.06700004330263198	0.11315214742778139
232.3281457000412			targets	0.4320759999100119	True	0.6997326000127941	0.028447699425901363	0.02849592678038733
233.02926410001237			targets	0.3309637999627739	True	0.7011183999711648	0.028522682995273357	0.028571294186212418
242.82900349993724			targets	0.36261549999471754	True	9.799739399924874	0.07312235253961841	0.10016038584409039
250.52626860002056			targets	0.3974971999414265	True	7.697265100083314	0.07814604884976745	0.09566441214136588
251.92480409995187			targets	0.4154751000460237	True	1.398535499931313	0.05768658248518291	0.05820581241578704
266.622698299936			targets	0.43186850007623434	True	14.697894199984148	0.06298386660394288	0.1338662451236522
